Fecha;TCC;TCV;TCPP;Compra oficial;Venta oficial;
27-mar-11;6,8900;6,9789;6,9150;6,90;7,00;
28-mar-11;6,9263;6,9947;6,9582;6,90;7,00;
29-mar-11;6,9197;6,9845;6,9623;6,90;7,00;
30-mar-11;6,9205;6,9929;6,9670;6,90;7,00;
31-mar-11;6,9269;6,9914;6,9611;6,90;7,00;
1-abr-11;6,9142;6,9952;6,9606;6,90;7,00;
2-abr-11;6,9063;7,0060;6,9521;6,90;7,00;
3-abr-11;6,8900;7,0029;6,9320;6,90;7,00;
4-abr-11;6,9106;6,9954;6,9440;6,90;7,00;
5-abr-11;6,9310;6,9941;6,9686;6,90;7,00;
6-abr-11;6,9132;6,9945;6,9523;6,90;7,00;
7-abr-11;6,9344;6,9936;6,9576;6,90;7,00;
8-abr-11;6,9327;6,9758;6,9585;6,90;7,00;
9-abr-11;6,9013;6,9972;6,9426;6,90;7,00;
10-abr-11;6,8801;6,9984;6,9219;6,90;7,00;
11-abr-11;6,9140;6,9845;6,9568;6,90;7,00;
12-abr-11;6,9119;6,9753;6,9533;6,89;6,99;
13-abr-11;6,9316;6,9812;6,9487;6,89;6,99;
14-abr-11;6,9177;6,9878;6,9435;6,89;6,99;
15-abr-11;6,9093;6,9895;6,9495;6,89;6,99;
16-abr-11;6,9064;6,9982;6,9475;6,89;6,99;
17-abr-11;6,8802;6,9988;6,9152;6,89;6,99;
18-abr-11;6,9058;6,9871;6,9416;6,89;6,99;
19-abr-11;6,9013;6,9855;6,9434;6,89;6,99;
20-abr-11;6,9143;6,9779;6,9503;6,89;6,99;
21-abr-11;6,9022;6,9816;6,9535;6,89;6,99;
22-abr-11;6,8800;6,9968;6,9155;6,89;6,99;
23-abr-11;6,8967;6,9930;6,9360;6,89;6,99;
24-abr-11;6,8800;6,9982;6,9176;6,89;6,99;
25-abr-11;6,9039;6,9932;6,9386;6,89;6,99;
26-abr-11;6,9113;6,9831;6,9421;6,89;6,99;
27-abr-11;6,9108;6,9652;6,9390;6,89;6,99;
28-abr-11;6,9033;6,9631;6,9439;6,89;6,99;
29-abr-11;6,8998;6,9812;6,9368;6,89;6,99;
30-abr-11;6,8935;6,9977;6,9451;6,89;6,99;
1-may-11;6,8800;6,9937;6,9130;6,89;6,99;
2-may-11;6,8801;6,9967;6,9195;6,89;6,99;
3-may-11;6,9135;6,9825;6,9453;6,89;6,99;
4-may-11;6,8997;6,9754;6,9413;6,89;6,99;
5-may-11;6,9089;6,9810;6,9378;6,89;6,99;
6-may-11;6,9018;6,9862;6,9478;6,89;6,99;
7-may-11;6,8946;6,9974;6,9394;6,89;6,99;
8-may-11;6,8800;6,9984;6,9268;6,89;6,99;
9-may-11;6,9010;6,9780;6,9422;6,89;6,99;
10-may-11;6,9052;6,9876;6,9457;6,89;6,99;
11-may-11;6,8930;6,9886;6,9426;6,89;6,99;
12-may-11;6,8998;6,9661;6,9373;6,89;6,99;
13-may-11;6,8957;6,9820;6,9250;6,89;6,99;
14-may-11;6,8910;6,9970;6,9397;6,89;6,99;
15-may-11;6,8801;6,9949;6,9352;6,89;6,99;
16-may-11;6,8924;6,9728;6,9359;6,89;6,99;
17-may-11;6,8896;6,9676;6,9228;6,89;6,99;
18-may-11;6,8890;6,9782;6,9335;6,89;6,99;
19-may-11;6,8919;6,9723;6,9297;6,89;6,99;
20-may-11;6,8966;6,9781;6,9410;6,89;6,99;
21-may-11;6,8924;6,9972;6,9369;6,89;6,99;
22-may-11;6,8800;6,9922;6,9079;6,89;6,99;
23-may-11;6,8885;6,9779;6,9407;6,89;6,99;
24-may-11;6,8986;6,9829;6,9424;6,89;6,99;
25-may-11;6,8911;6,9688;6,9217;6,89;6,99;
26-may-11;6,8915;6,9709;6,9120;6,89;6,99;
27-may-11;6,8936;6,9702;6,9440;6,89;6,99;
28-may-11;6,8911;6,9939;6,9345;6,89;6,99;
29-may-11;6,8800;6,9835;6,9173;6,89;6,99;
30-may-11;6,8896;6,9739;6,9401;6,89;6,99;
31-may-11;6,8863;6,9807;6,9290;6,89;6,99;
1-jun-11;6,8900;6,9758;6,9293;6,89;6,99;
2-jun-11;6,8966;6,9799;6,9332;6,89;6,99;
3-jun-11;6,8871;6,9809;6,9264;6,89;6,99;
4-jun-11;6,8772;6,9828;6,9313;6,89;6,99;
5-jun-11;6,8703;6,9848;6,9528;6,89;6,99;
6-jun-11;6,8835;6,9574;6,9242;6,89;6,99;
7-jun-11;6,8801;6,9603;6,9329;6,88;6,98;
8-jun-11;6,8818;6,9659;6,9277;6,88;6,98;
9-jun-11;6,8801;6,9541;6,9134;6,88;6,98;
10-jun-11;6,8765;6,9622;6,9273;6,88;6,98;
11-jun-11;6,8771;6,9835;6,9325;6,88;6,98;
12-jun-11;6,8702;6,9811;6,9049;6,88;6,98;
13-jun-11;6,8802;6,9649;6,9280;6,88;6,98;
14-jun-11;6,8792;6,9613;6,9255;6,88;6,98;
15-jun-11;6,8783;6,9678;6,9315;6,88;6,98;
16-jun-11;6,8774;6,9712;6,9304;6,88;6,98;
17-jun-11;6,8945;6,9657;6,9226;6,88;6,98;
18-jun-11;6,8740;6,9794;6,9283;6,88;6,98;
19-jun-11;6,8703;6,9680;6,9099;6,88;6,98;
20-jun-11;6,8791;6,9717;6,9228;6,88;6,98;
21-jun-11;6,8704;6,9858;6,8856;6,88;6,98;
22-jun-11;6,8775;6,9575;6,9207;6,88;6,98;
23-jun-11;6,8701;6,9772;6,8763;6,88;6,98;
24-jun-11;6,8915;6,9555;6,9282;6,88;6,98;
25-jun-11;6,8740;6,9810;6,9266;6,88;6,98;
26-jun-11;6,8703;6,9831;6,9198;6,88;6,98;
27-jun-11;6,8780;6,9673;6,9178;6,88;6,98;
28-jun-11;6,8936;6,9709;6,9276;6,88;6,98;
29-jun-11;6,8785;6,9552;6,9131;6,88;6,98;
30-jun-11;6,8768;6,9449;6,9262;6,88;6,98;
1-jul-11;6,8758;6,9541;6,9246;6,88;6,98;
2-jul-11;6,8793;6,9858;6,9326;6,88;6,98;
3-jul-11;6,8702;6,9778;6,9087;6,88;6,98;
4-jul-11;6,8788;6,9546;6,9282;6,88;6,98;
5-jul-11;6,8770;6,9605;6,9275;6,88;6,98;
6-jul-11;6,8757;6,9603;6,9027;6,88;6,98;
7-jul-11;6,8778;6,9537;6,9230;6,88;6,98;
8-jul-11;6,8804;6,9612;6,9184;6,88;6,98;
9-jul-11;6,8815;6,9811;6,9220;6,88;6,98;
10-jul-11;6,8701;6,9767;6,9020;6,88;6,98;
11-jul-11;6,8768;6,9688;6,9283;6,88;6,98;
12-jul-11;6,8760;6,9624;6,9245;6,88;6,98;
13-jul-11;6,8764;6,9513;6,9183;6,88;6,98;
14-jul-11;6,8755;6,9478;6,9187;6,88;6,98;
15-jul-11;6,8776;6,9575;6,9058;6,88;6,98;
16-jul-11;6,8744;6,9849;6,9199;6,88;6,98;
17-jul-11;6,8703;6,9782;6,9039;6,88;6,98;
18-jul-11;6,8759;6,9637;6,9182;6,88;6,98;
19-jul-11;6,8754;6,9555;6,8975;6,88;6,98;
20-jul-11;6,8641;6,9447;6,9128;6,88;6,98;
21-jul-11;6,8641;6,9412;6,9115;6,87;6,97;
22-jul-11;6,8648;6,9504;6,9056;6,87;6,97;
23-jul-11;6,8635;6,9707;6,9062;6,87;6,97;
24-jul-11;6,8604;6,9534;6,8860;6,87;6,97;
25-jul-11;6,8673;6,9462;6,8851;6,87;6,97;
26-jul-11;6,8652;6,9479;6,9123;6,87;6,97;
27-jul-11;6,8650;6,9387;6,9077;6,87;6,97;
28-jul-11;6,8655;6,9507;6,9051;6,87;6,97;
29-jul-11;6,8650;6,9475;6,8887;6,87;6,97;
30-jul-11;6,8630;6,9694;6,9041;6,87;6,97;
31-jul-11;6,8604;6,9680;6,8904;6,87;6,97;
1-ago-11;6,8656;6,9381;6,9088;6,87;6,97;
2-ago-11;6,8668;6,9380;6,9027;6,87;6,97;
3-ago-11;6,8647;6,9518;6,8925;6,87;6,97;
4-ago-11;6,8698;6,9425;6,8920;6,87;6,97;
5-ago-11;6,8635;6,9436;6,8954;6,87;6,97;
6-ago-11;6,8607;6,9714;6,8825;6,87;6,97;
7-ago-11;6,8604;6,9622;6,8870;6,87;6,97;
8-ago-11;6,8641;6,9318;6,9067;6,87;6,97;
9-ago-11;6,8651;6,9444;6,8977;6,87;6,97;
10-ago-11;6,8625;6,9509;6,9000;6,87;6,97;
11-ago-11;6,8636;6,9340;6,9007;6,87;6,97;
12-ago-11;6,8638;6,9379;6,8949;6,87;6,97;
13-ago-11;6,8635;6,9588;6,8989;6,87;6,97;
14-ago-11;6,8604;6,9670;6,8913;6,87;6,97;
15-ago-11;6,8638;6,9454;6,9018;6,87;6,97;
16-ago-11;6,8631;6,9366;6,8924;6,87;6,97;
17-ago-11;6,8654;6,9248;6,8963;6,87;6,97;
18-ago-11;6,8666;6,9230;6,8843;6,87;6,97;
19-ago-11;6,8639;6,9331;6,8970;6,87;6,97;
20-ago-11;6,8623;6,9586;6,8972;6,87;6,97;
21-ago-11;6,8600;6,9689;6,8912;6,87;6,97;
22-ago-11;6,8646;6,9392;6,8981;6,87;6,97;
23-ago-11;6,8652;6,9427;6,9041;6,87;6,97;
24-ago-11;6,8636;6,9350;6,9066;6,87;6,97;
25-ago-11;6,8647;6,9373;6,9020;6,87;6,97;
26-ago-11;6,8637;6,9291;6,8897;6,87;6,97;
27-ago-11;6,8621;6,9489;6,8973;6,87;6,97;
28-ago-11;6,8600;6,9635;6,8901;6,87;6,97;
29-ago-11;6,8630;6,9321;6,8993;6,87;6,97;
30-ago-11;6,8654;6,9309;6,8993;6,87;6,97;
31-ago-11;6,8631;6,9130;6,8939;6,87;6,97;
1-sep-11;6,8639;6,9362;6,8962;6,87;6,97;
2-sep-11;6,8635;6,9549;6,9375;6,87;6,97;
3-sep-11;6,8629;6,9735;6,9021;6,87;6,97;
4-sep-11;6,8600;6,9686;6,8884;6,87;6,97;
5-sep-11;6,8638;6,9384;6,8994;6,87;6,97;
6-sep-11;6,8657;6,9443;6,9088;6,87;6,97;
7-sep-11;6,8646;6,9468;6,9032;6,87;6,97;
8-sep-11;6,8646;6,9401;6,8986;6,87;6,97;
9-sep-11;6,8645;6,9526;6,9119;6,87;6,97;
10-sep-11;6,8627;6,9659;6,9037;6,87;6,97;
11-sep-11;6,8600;6,9614;6,9022;6,87;6,97;
12-sep-11;6,8655;6,9394;6,9048;6,87;6,97;
13-sep-11;6,8651;6,9342;6,8836;6,87;6,97;
14-sep-11;6,8652;6,9370;6,8984;6,87;6,97;
15-sep-11;6,8647;6,9308;6,8976;6,87;6,97;
16-sep-11;6,8742;6,9291;6,9038;6,87;6,97;
17-sep-11;6,8637;6,9587;6,9026;6,87;6,97;
18-sep-11;6,8600;6,9582;6,8889;6,87;6,97;
19-sep-11;6,8645;6,9429;6,8995;6,87;6,97;
20-sep-11;6,8645;6,9204;6,8971;6,87;6,97;
21-sep-11;6,8670;6,9246;6,8931;6,87;6,97;
22-sep-11;6,8640;6,9340;6,8969;6,87;6,97;
23-sep-11;6,8718;6,9378;6,9048;6,87;6,97;
24-sep-11;6,8617;6,9680;6,9039;6,87;6,97;
25-sep-11;6,8600;6,9708;6,8799;6,87;6,97;
26-sep-11;6,8768;6,9424;6,9093;6,87;6,97;
27-sep-11;6,8663;6,9401;6,9006;6,87;6,97;
28-sep-11;6,8668;6,9308;6,8968;6,87;6,97;
29-sep-11;6,8652;6,9176;6,8986;6,87;6,97;
30-sep-11;6,8632;6,9369;6,9075;6,87;6,97;
1-oct-11;6,8630;6,9619;6,9082;6,87;6,97;
2-oct-11;6,8600;6,9616;6,8902;6,87;6,97;
3-oct-11;6,8634;6,9371;6,9060;6,87;6,97;
4-oct-11;6,8702;6,9356;6,9008;6,87;6,97;
5-oct-11;6,8716;6,9381;6,9058;6,87;6,97;
6-oct-11;6,8665;6,9397;6,8921;6,87;6,97;
7-oct-11;6,8661;6,9466;6,9093;6,87;6,97;
8-oct-11;6,8620;6,9728;6,9094;6,87;6,97;
9-oct-11;6,8600;6,9779;6,9023;6,87;6,97;
10-oct-11;6,8673;6,9486;6,8986;6,87;6,97;
11-oct-11;6,8632;6,9415;6,8915;6,87;6,97;
12-oct-11;6,8659;6,9404;6,9031;6,87;6,97;
13-oct-11;6,8642;6,9356;6,9072;6,87;6,97;
14-oct-11;6,8646;6,9405;6,9011;6,87;6,97;
15-oct-11;6,8625;6,9597;6,9138;6,87;6,97;
16-oct-11;6,8601;6,9731;6,9080;6,87;6,97;
17-oct-11;6,8663;6,9417;6,9002;6,87;6,97;
18-oct-11;6,8670;6,9387;6,8975;6,87;6,97;
19-oct-11;6,8651;6,9458;6,9107;6,87;6,97;
20-oct-11;6,8660;6,9287;6,9000;6,87;6,97;
21-oct-11;6,8698;6,9469;6,9307;6,87;6,97;
22-oct-11;6,8660;6,9699;6,9090;6,87;6,97;
23-oct-11;6,8600;6,9764;6,8795;6,87;6,97;
24-oct-11;6,8657;6,9437;6,9077;6,87;6,97;
25-oct-11;6,8649;6,9234;6,8935;6,87;6,97;
26-oct-11;6,8665;6,9372;6,8987;6,87;6,97;
27-oct-11;6,8660;6,9194;6,8993;6,87;6,97;
28-oct-11;6,8647;6,9230;6,9008;6,87;6,97;
29-oct-11;6,8638;6,9692;6,9016;6,87;6,97;
30-oct-11;6,8600;6,9747;6,8919;6,87;6,97;
31-oct-11;6,8658;6,9431;6,9059;6,87;6,97;
1-nov-11;6,8647;6,9398;6,9003;6,87;6,97;
2-nov-11;6,8500;6,9631;6,8836;6,87;6,97;
3-nov-11;6,8566;6,9343;6,8935;6,87;6,97;
4-nov-11;6,8543;6,9261;6,8956;6,86;6,96;
5-nov-11;6,8526;6,9589;6,8936;6,86;6,96;
6-nov-11;6,8500;6,9653;6,8840;6,86;6,96;
7-nov-11;6,8568;6,9237;6,8930;6,86;6,96;
8-nov-11;6,8556;6,9212;6,8922;6,86;6,96;
9-nov-11;6,8554;6,9211;6,8894;6,86;6,96;
10-nov-11;6,8543;6,9062;6,8903;6,86;6,96;
11-nov-11;6,8532;6,9315;6,8986;6,86;6,96;
12-nov-11;6,8536;6,9622;6,8997;6,86;6,96;
13-nov-11;6,8500;6,9568;6,8901;6,86;6,96;
14-nov-11;6,8545;6,9361;6,9002;6,86;6,96;
15-nov-11;6,8561;6,9213;6,8907;6,86;6,96;
16-nov-11;6,8538;6,9378;6,9033;6,86;6,96;
17-nov-11;6,8569;6,9169;6,8963;6,86;6,96;
18-nov-11;6,8562;6,9048;6,8864;6,86;6,96;
19-nov-11;6,8531;6,9604;6,9005;6,86;6,96;
20-nov-11;6,8500;6,9577;6,8717;6,86;6,96;
21-nov-11;6,8595;6,9302;6,8928;6,86;6,96;
22-nov-11;6,8575;6,9260;6,8929;6,86;6,96;
23-nov-11;6,8581;6,9246;6,8990;6,86;6,96;
24-nov-11;6,8543;6,9291;6,8990;6,86;6,96;
25-nov-11;6,8557;6,9301;6,9012;6,86;6,96;
26-nov-11;6,8530;6,9631;6,9158;6,86;6,96;
27-nov-11;6,8500;6,9604;6,8996;6,86;6,96;
28-nov-11;6,8602;6,9239;6,8983;6,86;6,96;
29-nov-11;6,8625;6,9094;6,8834;6,86;6,96;
30-nov-11;6,8567;6,9281;6,8931;6,86;6,96;
1-dic-11;6,8550;6,9387;6,9042;6,86;6,96;
2-dic-11;6,8586;6,9327;6,8975;6,86;6,96;
3-dic-11;6,8527;6,9583;6,9006;6,86;6,96;
4-dic-11;6,8500;6,9598;6,8974;6,86;6,96;
5-dic-11;6,8595;6,9182;6,8994;6,86;6,96;
6-dic-11;6,8579;6,9365;6,8946;6,86;6,96;
7-dic-11;6,8564;6,9304;6,9014;6,86;6,96;
8-dic-11;6,8633;6,9395;6,8951;6,86;6,96;
9-dic-11;6,8590;6,9377;6,8790;6,86;6,96;
10-dic-11;6,8545;6,9601;6,9070;6,86;6,96;
11-dic-11;6,8500;6,9614;6,8956;6,86;6,96;
12-dic-11;6,8584;6,9145;6,8934;6,86;6,96;
13-dic-11;6,8590;6,9375;6,8949;6,86;6,96;
14-dic-11;6,8589;6,9317;6,8981;6,86;6,96;
15-dic-11;6,8577;6,9232;6,9003;6,86;6,96;
16-dic-11;6,8585;6,9365;6,9004;6,86;6,96;
17-dic-11;6,8596;6,9617;6,9045;6,86;6,96;
18-dic-11;6,8500;6,9627;6,9063;6,86;6,96;
19-dic-11;6,8584;6,9356;6,8936;6,86;6,96;
20-dic-11;6,8644;6,9395;6,9047;6,86;6,96;
21-dic-11;6,8570;6,9435;6,9098;6,86;6,96;
22-dic-11;6,8797;6,9371;6,8948;6,86;6,96;
23-dic-11;6,8568;6,9329;6,9061;6,86;6,96;
24-dic-11;6,8563;6,9534;6,8996;6,86;6,96;
25-dic-11;6,8500;6,9629;6,8712;6,86;6,96;
26-dic-11;6,8500;6,9648;6,8819;6,86;6,96;
27-dic-11;6,8593;6,9376;6,9038;6,86;6,96;
28-dic-11;6,8636;6,9201;6,9058;6,86;6,96;
29-dic-11;6,8612;6,9162;6,8913;6,86;6,96;
30-dic-11;6,8615;6,9343;6,9056;6,86;6,96;
31-dic-11;6,8541;6,9469;6,9037;6,86;6,96;
1-ene-12;6,8500;6,9647;6,8807;6,86;6,96;
2-ene-12;6,8500;6,9566;6,8868;6,86;6,96;
3-ene-12;6,8590;6,9415;6,9044;6,86;6,96;
4-ene-12;6,8779;6,9347;6,9036;6,86;6,96;
5-ene-12;6,8574;6,9418;6,9179;6,86;6,96;
6-ene-12;6,8617;6,9288;6,9051;6,86;6,96;
7-ene-12;6,8532;6,9610;6,9077;6,86;6,96;
8-ene-12;6,8500;6,9622;6,8872;6,86;6,96;
9-ene-12;6,8687;6,9405;6,9075;6,86;6,96;
10-ene-12;6,8919;6,9343;6,9228;6,86;6,96;
11-ene-12;6,9029;6,9563;6,9268;6,86;6,96;
12-ene-12;6,8828;6,9613;6,9141;6,86;6,96;
13-ene-12;6,9050;6,9419;6,9233;6,86;6,96;
14-ene-12;6,8571;6,9615;6,9148;6,86;6,96;
15-ene-12;6,8500;6,9664;6,8966;6,86;6,96;
16-ene-12;6,8894;6,9610;6,9335;6,86;6,96;
17-ene-12;6,8753;6,9613;6,9251;6,86;6,96;
18-ene-12;6,9029;6,9631;6,9216;6,86;6,96;
19-ene-12;6,8886;6,9640;6,9282;6,86;6,96;
20-ene-12;6,8894;6,9615;6,9200;6,86;6,96;
21-ene-12;6,8609;6,9639;6,9178;6,86;6,96;
22-ene-12;6,8500;6,9600;6,8810;6,86;6,96;
23-ene-12;6,8500;6,9627;6,9043;6,86;6,96;
24-ene-12;6,8743;6,9614;6,9416;6,86;6,96;
25-ene-12;6,9137;6,9614;6,9354;6,86;6,96;
26-ene-12;6,9283;6,9528;6,9357;6,86;6,96;
27-ene-12;6,9050;6,9563;6,9226;6,86;6,96;
28-ene-12;6,8609;6,9650;6,9161;6,86;6,96;
29-ene-12;6,8537;6,9625;6,8843;6,86;6,96;
30-ene-12;6,8711;6,9619;6,9198;6,86;6,96;
31-ene-12;6,8768;6,9589;6,9182;6,86;6,96;
1-feb-12;6,8689;6,9531;6,9269;6,86;6,96;
2-feb-12;6,8728;6,9552;6,9144;6,86;6,96;
3-feb-12;6,8885;6,9354;6,9067;6,86;6,96;
4-feb-12;6,8604;6,9654;6,9136;6,86;6,96;
5-feb-12;6,8501;6,9648;6,8915;6,86;6,96;
6-feb-12;6,8689;6,9532;6,9185;6,86;6,96;
7-feb-12;6,8994;6,9520;6,9195;6,86;6,96;
8-feb-12;6,8931;6,9537;6,9208;6,86;6,96;
9-feb-12;6,8803;6,9473;6,9227;6,86;6,96;
10-feb-12;6,8829;6,9381;6,9200;6,86;6,96;
11-feb-12;6,8659;6,9658;6,9145;6,86;6,96;
12-feb-12;6,8500;6,9658;6,8853;6,86;6,96;
13-feb-12;6,8911;6,9539;6,9223;6,86;6,96;
14-feb-12;6,8827;6,9491;6,9220;6,86;6,96;
15-feb-12;6,9048;6,9521;6,9265;6,86;6,96;
16-feb-12;6,8884;6,9560;6,9172;6,86;6,96;
17-feb-12;6,8773;6,9504;6,9129;6,86;6,96;
18-feb-12;6,8629;6,9671;6,9094;6,86;6,96;
19-feb-12;6,8512;6,9664;6,8761;6,86;6,96;
20-feb-12;6,8500;6,9629;6,8883;6,86;6,96;
21-feb-12;6,8571;6,9660;6,9169;6,86;6,96;
22-feb-12;6,8889;6,9545;6,9214;6,86;6,96;
23-feb-12;6,8963;6,9486;6,9263;6,86;6,96;
24-feb-12;6,8749;6,9473;6,9179;6,86;6,96;
25-feb-12;6,8612;6,9670;6,9126;6,86;6,96;
26-feb-12;6,8513;6,9660;6,8749;6,86;6,96;
27-feb-12;6,8816;6,9560;6,9207;6,86;6,96;
28-feb-12;6,8973;6,9506;6,9236;6,86;6,96;
29-feb-12;6,8908;6,9568;6,9218;6,86;6,96;
1-mar-12;6,8790;6,9544;6,9182;6,86;6,96;
2-mar-12;6,9011;6,9598;6,9297;6,86;6,96;
3-mar-12;6,8629;6,9681;6,9109;6,86;6,96;
4-mar-12;6,8525;6,9676;6,8784;6,86;6,96;
5-mar-12;6,9075;6,9571;6,9280;6,86;6,96;
6-mar-12;6,8978;6,9616;6,9334;6,86;6,96;
7-mar-12;6,8821;6,9496;6,9209;6,86;6,96;
8-mar-12;6,8909;6,9570;6,9228;6,86;6,96;
9-mar-12;6,8878;6,9605;6,9292;6,86;6,96;
10-mar-12;6,8626;6,9652;6,9171;6,86;6,96;
11-mar-12;6,8513;6,9685;6,8926;6,86;6,96;
12-mar-12;6,8958;6,9614;6,9334;6,86;6,96;
13-mar-12;6,9052;6,9613;6,9329;6,86;6,96;
14-mar-12;6,9084;6,9610;6,9318;6,86;6,96;
15-mar-12;6,9140;6,9594;6,9337;6,86;6,96;
16-mar-12;6,8866;6,9569;6,9285;6,86;6,96;
17-mar-12;6,8691;6,9634;6,9169;6,86;6,96;
18-mar-12;6,8515;6,9671;6,9258;6,86;6,96;
19-mar-12;6,8921;6,9579;6,9346;6,86;6,96;
20-mar-12;6,8934;6,9577;6,9331;6,86;6,96;
21-mar-12;6,8934;6,9562;6,9203;6,86;6,96;
22-mar-12;6,9145;6,9558;6,9295;6,86;6,96;
23-mar-12;6,8852;6,9554;6,9344;6,86;6,96;
24-mar-12;6,8779;6,9658;6,9175;6,86;6,96;
25-mar-12;6,8515;6,9596;6,9099;6,86;6,96;
26-mar-12;6,8923;6,9554;6,9343;6,86;6,96;
27-mar-12;6,9065;6,9625;6,9327;6,86;6,96;
28-mar-12;6,9116;6,9628;6,9363;6,86;6,96;
29-mar-12;6,8900;6,9620;6,9313;6,86;6,96;
30-mar-12;6,8944;6,9635;6,9325;6,86;6,96;
31-mar-12;6,8715;6,9617;6,9215;6,86;6,96;
1-abr-12;6,8539;6,9675;6,9017;6,86;6,96;
2-abr-12;6,9068;6,9590;6,9300;6,86;6,96;
3-abr-12;6,9220;6,9625;6,9398;6,86;6,96;
4-abr-12;6,8946;6,9649;6,9294;6,86;6,96;
5-abr-12;6,8983;6,9512;6,9294;6,86;6,96;
6-abr-12;6,8514;6,9700;6,9352;6,86;6,96;
7-abr-12;6,8844;6,9678;6,9203;6,86;6,96;
8-abr-12;6,8512;6,9658;6,8849;6,86;6,96;
9-abr-12;6,9069;6,9628;6,9316;6,86;6,96;
10-abr-12;6,8897;6,9625;6,9409;6,86;6,96;
11-abr-12;6,8975;6,9583;6,9318;6,86;6,96;
12-abr-12;6,8818;6,9580;6,9261;6,86;6,96;
13-abr-12;6,9120;6,9632;6,9352;6,86;6,96;
14-abr-12;6,8742;6,9634;6,9227;6,86;6,96;
15-abr-12;6,8519;6,9666;6,9031;6,86;6,96;
16-abr-12;6,9026;6,9574;6,9259;6,86;6,96;
17-abr-12;6,8971;6,9616;6,9391;6,86;6,96;
18-abr-12;6,9107;6,9547;6,9327;6,86;6,96;
19-abr-12;6,9207;6,9596;6,9395;6,86;6,96;
20-abr-12;6,8862;6,9424;6,9098;6,86;6,96;
21-abr-12;6,8819;6,9674;6,9201;6,86;6,96;
22-abr-12;6,8507;6,9655;6,8928;6,86;6,96;
23-abr-12;6,9047;6,9620;6,9443;6,86;6,96;
24-abr-12;6,9137;6,9583;6,9346;6,86;6,96;
25-abr-12;6,8993;6,9603;6,9281;6,86;6,96;
26-abr-12;6,8875;6,9621;6,9295;6,86;6,96;
27-abr-12;6,9008;6,9586;6,9311;6,86;6,96;
28-abr-12;6,8905;6,9614;6,9153;6,86;6,96;
29-abr-12;6,8522;6,9669;6,8846;6,86;6,96;
30-abr-12;6,8506;6,9684;6,8917;6,86;6,96;
1-may-12;6,8500;6,9630;6,8709;6,86;6,96;
2-may-12;6,8970;6,9620;6,9287;6,86;6,96;
3-may-12;6,8900;6,9609;6,9252;6,86;6,96;
4-may-12;6,8877;6,9631;6,9383;6,86;6,96;
5-may-12;6,8637;6,9676;6,9141;6,86;6,96;
6-may-12;6,8522;6,9660;6,8862;6,86;6,96;
7-may-12;6,8772;6,9600;6,9287;6,86;6,96;
8-may-12;6,9075;6,9585;6,9333;6,86;6,96;
9-may-12;6,8976;6,9613;6,9224;6,86;6,96;
10-may-12;6,8981;6,9571;6,9357;6,86;6,96;
11-may-12;6,8887;6,9590;6,9314;6,86;6,96;
12-may-12;6,8757;6,9670;6,9165;6,86;6,96;
13-may-12;6,8517;6,9674;6,8932;6,86;6,96;
14-may-12;6,9281;6,9604;6,9374;6,86;6,96;
15-may-12;6,9105;6,9587;6,9349;6,86;6,96;
16-may-12;6,9147;6,9611;6,9354;6,86;6,96;
17-may-12;6,9170;6,9603;6,9480;6,86;6,96;
18-may-12;6,9170;6,9579;6,9398;6,86;6,96;
19-may-12;6,8737;6,9662;6,9168;6,86;6,96;
20-may-12;6,8507;6,9672;6,8926;6,86;6,96;
21-may-12;6,9089;6,9628;6,9375;6,86;6,96;
22-may-12;6,9244;6,9577;6,9361;6,86;6,96;
23-may-12;6,9096;6,9576;6,9438;6,86;6,96;
24-may-12;6,8987;6,9597;6,9378;6,86;6,96;
25-may-12;6,9055;6,9620;6,9439;6,86;6,96;
26-may-12;6,8794;6,9674;6,9195;6,86;6,96;
27-may-12;6,8511;6,9622;6,8737;6,86;6,96;
28-may-12;6,9032;6,9575;6,9341;6,86;6,96;
29-may-12;6,9404;6,9597;6,9511;6,86;6,96;
30-may-12;6,9168;6,9640;6,9365;6,86;6,96;
31-may-12;6,8919;6,9596;6,9356;6,86;6,96;
1-jun-12;6,8819;6,9627;6,9220;6,86;6,96;
2-jun-12;6,8725;6,9681;6,9246;6,86;6,96;
3-jun-12;6,8516;6,9672;6,9073;6,86;6,96;
4-jun-12;6,9136;6,9599;6,9356;6,86;6,96;
5-jun-12;6,9010;6,9627;6,9424;6,86;6,96;
6-jun-12;6,9128;6,9631;6,9383;6,86;6,96;
7-jun-12;6,8500;6,9605;6,9282;6,86;6,96;
8-jun-12;6,9332;6,9527;6,9400;6,86;6,96;
9-jun-12;6,8613;6,9675;6,9221;6,86;6,96;
10-jun-12;6,8525;6,9629;6,8894;6,86;6,96;
11-jun-12;6,8948;6,9627;6,9301;6,86;6,96;
12-jun-12;6,9061;6,9640;6,9392;6,86;6,96;
13-jun-12;6,8974;6,9624;6,9440;6,86;6,96;
14-jun-12;6,9132;6,9618;6,9432;6,86;6,96;
15-jun-12;6,8986;6,9637;6,9375;6,86;6,96;
16-jun-12;6,8804;6,9618;6,9255;6,86;6,96;
17-jun-12;6,8507;6,9658;6,8932;6,86;6,96;
18-jun-12;6,8976;6,9622;6,9422;6,86;6,96;
19-jun-12;6,9136;6,9581;6,9379;6,86;6,96;
20-jun-12;6,9153;6,9614;6,9387;6,86;6,96;
